0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39
1.0385,-0.021041,3.1413,-0.00035977,0.93188,0.023335,3.1412,0.00094161,1.0871,-0.041357,3.1413,-0.0009504,0.94104,0.019492,3.1412,0.00083047,1.0151,-0.011319,3.1412,-7.346e-05,1.0719,-0.034978,3.1413,-0.00076618,1.1271,-0.05841,3.1413,-0.0014303,1.1463,-0.066744,3.1413,-0.0016575,1.0273,-0.016375,3.1413,-0.00022257,0.90708,0.033809,3.1412,0.0012414
1.0364,-0.020622,3.1412,-0.00032449,0.93423,0.023597,3.1413,0.00088574,1.083,-0.04086,3.1412,-0.00087355,0.943,0.019769,3.1413,0.00078246,1.014,-0.010934,3.1412,-5.8202e-05,1.0684,-0.034507,3.1412,-0.00070236,1.1213,-0.057829,3.1412,-0.0013188,1.1397,-0.066108,3.1411,-0.0015296,1.0257,-0.015973,3.1412,-0.00019689,0.91048,0.034023,3.1413,0.0011642
1.0344,-0.020175,3.1412,-0.00029075,0.9366,0.023773,3.1414,0.00083127,1.0789,-0.040282,3.1411,-0.0007996,0.94499,0.01997,3.1413,0.00073559,1.0129,-0.010545,3.1412,-4.387e-05,1.065,-0.033971,3.1411,-0.00064105,1.1156,-0.057123,3.141,-0.0012115,1.1331,-0.065328,3.141,-0.0014065,1.0241,-0.015554,3.1412,-0.00017246,0.91389,0.034125,3.1414,0.001089
1.0324,-0.019702,3.1412,-0.00025854,0.93898,0.023869,3.1414,0.00077827,1.0749,-0.03963,3.141,-0.00072856,0.947,0.020101,3.1414,0.00068994,1.0119,-0.010154,3.1412,-3.0426e-05,1.0616,-0.033377,3.1411,-0.00058224,1.1099,-0.056304,3.1409,-0.0011084,1.1266,-0.064417,3.1409,-0.001288,1.0226,-0.01512,3.1412,-0.00014925,0.9173,0.034123,3.1415,0.001016
1.0304,-0.019206,3.1411,-0.00022784,0.94137,0.02389,3.1415,0.00072679,1.071,-0.038913,3.141,-0.00066043,0.94901,0.020165,3.1415,0.00064553,1.0109,-0.0097608,3.1412,-1.7836e-05,1.0583,-0.032729,3.141,-0.00052591,1.1043,-0.055381,3.1408,-0.0010095,1.1203,-0.063386,3.1407,-0.0011742,1.0211,-0.014674,3.1412,-0.00012724,0.92071,0.034024,3.1416,0.00094523
1.0285,-0.018691,3.1411,-0.00019864,0.94375,0.023842,3.1416,0.00067688,1.0671,-0.038135,3.1409,-0.00059521,0.95103,0.020167,3.1415,0.00060242,1.0099,-0.0093678,3.1412,-6.0681e-06,1.0551,-0.032034,3.141,-0.00047204,1.0988,-0.054365,3.1407,-0.00091463,1.114,-0.062248,3.1406,-0.001065,1.0196,-0.014218,3.1412,-0.0001064,0.9241,0.033835,3.1417,0.00087674
1.0267,-0.018159,3.1411,-0.00017091,0.94613,0.023729,3.1416,0.00062857,1.0634,-0.037304,3.1409,-0.00053288,0.95304,0.020111,3.1416,0.00056064,1.009,-0.0089759,3.1412,4.9078e-06,1.0519,-0.031297,3.1409,-0.00042062,1.0934,-0.053266,3.1406,-0.00082387,1.1078,-0.061014,3.1405,-0.00096059,1.0182,-0.013753,3.1412,-8.6725e-05,0.92747,0.033563,3.1418,0.00081065
1.0249,-0.017613,3.1411,-0.00014466,0.9485,0.023555,3.1417,0.0005819,1.0597,-0.036425,3.1408,-0.00047343,0.95505,0.020002,3.1416,0.00052021,1.0081,-0.0085859,3.1412,1.5119e-05,1.0488,-0.030523,3.1409,-0.00037161,1.0882,-0.052093,3.1406,-0.00073718,1.1018,-0.059693,3.1404,-0.00086077,1.0169,-0.013282,3.1412,-6.818e-05,0.93081,0.033213,3.1419,0.00074703
1.0232,-0.017056,3.1411,-0.00011987,0.95084,0.023326,3.1418,0.00053688,1.0561,-0.035505,3.1408,-0.00041686,0.95704,0.019842,3.1417,0.00048118,1.0073,-0.008199,3.1412,2.4589e-05,1.0458,-0.029718,3.1409,-0.000325,1.083,-0.050855,3.1405,-0.00065453,1.0959,-0.058296,3.1403,-0.00076553,1.0156,-0.012807,3.1411,-5.0747e-05,0.93411,0.032794,3.1419,0.0006858
1.0215,-0.016488,3.1411,-9.6522e-05,0.95316,0.023047,3.1418,0.00049353,1.0526,-0.034547,3.1407,-0.00036313,0.95901,0.019637,3.1417,0.00044355,1.0065,-0.0078161,3.1412,3.334e-05,1.0429,-0.028884,3.1408,-0.00028074,1.078,-0.049559,3.1404,-0.00057587,1.0901,-0.056832,3.1403,-0.00067484,1.0143,-0.012329,3.1411,-3.4402e-05,0.93737,0.03231,3.142,0.00062693
1.0199,-0.015914,3.1411,-7.4604e-05,0.95545,0.022722,3.1419,0.00045182,1.0492,-0.033557,3.1407,-0.0003122,0.96096,0.019391,3.1418,0.00040731,1.0057,-0.0074379,3.1412,4.1392e-05,1.04,-0.028028,3.1408,-0.0002388,1.0731,-0.048214,3.1404,-0.00050114,1.0845,-0.05531,3.1402,-0.00058863,1.0131,-0.011849,3.1411,-1.9123e-05,0.94057,0.031768,3.1421,0.00057042
1.0183,-0.015335,3.1411,-5.3998e-05,0.9577,0.022355,3.1419,0.00041177,1.0459,-0.032542,3.1407,-0.00026398,0.96289,0.019107,3.1418,0.00037247,1.005,-0.0070652,3.1412,4.8763e-05,1.0373,-0.027152,3.1408,-0.00019915,1.0684,-0.046826,3.1403,-0.00043028,1.079,-0.053737,3.1402,-0.00050684,1.0119,-0.011369,3.1411,-4.8855e-06,0.94372,0.031174,3.1421,0.00051628
1.0168,-0.014752,3.141,-3.4663e-05,0.95992,0.02195,3.1419,0.00037337,1.0427,-0.031506,3.1406,-0.0002184,0.96478,0.018788,3.1419,0.00033902,1.0043,-0.0066987,3.1412,5.5465e-05,1.0346,-0.02626,3.1408,-0.00016174,1.0637,-0.045403,3.1403,-0.0003632,1.0738,-0.052122,3.1401,-0.00042938,1.0108,-0.010891,3.1411,8.3435e-06,0.9468,0.030533,3.1422,0.00046451
1.0154,-0.014169,3.141,-1.658e-05,0.96209,0.021511,3.142,0.0003366,1.0396,-0.030453,3.1406,-0.00017543,0.96664,0.018439,3.1419,0.00030696,1.0037,-0.006339,3.1412,6.1513e-05,1.032,-0.025356,3.1408,-0.00012652,1.0593,-0.043952,3.1403,-0.00029983,1.0686,-0.050472,3.1401,-0.00035616,1.0098,-0.010415,3.1411,2.0612e-05,0.94982,0.029851,3.1422,0.00041507
1.014,-0.013587,3.141,2.7106e-07,0.96422,0.021043,3.142,0.00030146,1.0366,-0.029387,3.1406,-0.00013498,0.96847,0.018061,3.1419,0.00027627,1.003,-0.0059867,3.1413,6.6914e-05,1.0295,-0.024443,3.1407,-9.3469e-05,1.055,-0.042477,3.1402,-0.00024004,1.0637,-0.048793,3.14,-0.00028713,1.0087,-0.0099433,3.1411,3.1954e-05,0.95277,0.029131,3.1422,0.00036796
1.0127,-0.013007,3.141,1.5918e-05,0.9663,0.020548,3.142,0.00026793,1.0337,-0.028313,3.1406,-9.7008e-05,0.97026,0.01766,3.1419,0.00024695,1.0025,-0.0056422,3.1413,7.1704e-05,1.0271,-0.023525,3.1407,-6.2508e-05,1.0508,-0.040984,3.1402,-0.00018375,1.0589,-0.047094,3.14,-0.00022217,1.0078,-0.0094765,3.1411,4.2403e-05,0.95565,0.02838,3.1423,0.00032315
1.0114,-0.01243,3.141,3.0391e-05,0.96833,0.020029,3.1421,0.00023599,1.0309,-0.027234,3.1406,-6.1437e-05,0.972,0.017236,3.142,0.00021898,1.0019,-0.0053057,3.1413,7.6047e-05,1.0248,-0.022604,3.1407,-3.3566e-05,1.0468,-0.039481,3.1402,-0.00013095,1.0542,-0.045381,3.14,-0.00016118,1.0068,-0.0090156,3.1412,5.1991e-05,0.95845,0.027601,3.1423,0.00028058
1.0102,-0.01186,3.1411,4.3726e-05,0.97031,0.01949,3.1421,0.00020564,1.0282,-0.026154,3.1406,-2.8202e-05,0.9737,0.016793,3.142,0.00019236,1.0014,-0.0049777,3.1413,7.9946e-05,1.0226,-0.021684,3.1407,-6.5704e-06,1.0429,-0.037971,3.1402,-8.1512e-05,1.0498,-0.043659,3.14,-0.00010401,1.006,-0.0085615,3.1412,6.0753e-05,0.96117,0.026798,3.1423,0.00024022
1.009,-0.011296,3.1411,5.5964e-05,0.97223,0.018934,3.1421,0.00017684,1.0257,-0.025076,3.1406,2.7659e-06,0.97536,0.016334,3.142,0.00016707,1.0009,-0.0046586,3.1413,8.338e-05,1.0205,-0.020767,3.1407,1.8548e-05,1.0392,-0.036459,3.1402,-3.5333e-05,1.0455,-0.041935,3.14,-5.0562e-05,1.0051,-0.0081151,3.1412,6.8721e-05,0.96381,0.025976,3.1423,0.00020201
1.0079,-0.010739,3.1411,6.715e-05,0.97409,0.018363,3.1421,0.00014958,1.0232,-0.024002,3.1406,3.154e-05,0.97697,0.015861,3.142,0.00014309,1.0005,-0.0043487,3.1413,8.6333e-05,1.0185,-0.019856,3.1407,4.1857e-05,1.0356,-0.03495,3.1402,7.7035e-06,1.0414,-0.040212,3.14,-7.1426e-07,1.0043,-0.007677,3.1412,7.5929e-05,0.96636,0.025137,3.1424,0.00016589
1.0069,-0.010192,3.1411,7.7334e-05,0.9759,0.01778,3.1421,0.00012383,1.0209,-0.022936,3.1406,5.8195e-05,0.97853,0.015376,3.142,0.0001204,1,-0.0040484,3.1413,8.88e-05,1.0165,-0.018952,3.1407,6.3424e-05,1.0322,-0.033447,3.1402,4.7706e-05,1.0375,-0.038496,3.14,4.5646e-05,1.0036,-0.007248,3.1412,8.2411e-05,0.96883,0.024286,3.1424,0.00013187
1.0059,-0.0096538,3.1411,8.6571e-05,0.97765,0.017186,3.1421,9.9564e-05,1.0186,-0.02188,3.1406,8.2808e-05,0.98005,0.014881,3.1421,9.9e-05,0.99966,-0.0037579,3.1413,9.0782e-05,1.0147,-0.018058,3.1407,8.331e-05,1.0289,-0.031956,3.1402,8.4779e-05,1.0337,-0.036792,3.14,8.863e-05,1.0029,-0.0068286,3.1412,8.8199e-05,0.97122,0.023425,3.1424,9.9902e-05
1.0049,-0.0091264,3.1411,9.4919e-05,0.97934,0.016586,3.1422,7.675e-05,1.0165,-0.020836,3.1406,0.00010546,0.98151,0.014378,3.1421,7.8837e-05,0.9993,-0.0034773,3.1413,9.2291e-05,1.0129,-0.017176,3.1408,0.00010158,1.0258,-0.030478,3.1402,0.00011902,1.0301,-0.035104,3.14,0.00012835,1.0022,-0.0064193,3.1412,9.3329e-05,0.97351,0.022559,3.1424,6.9915e-05
1.004,-0.0086102,3.1411,0.00010244,0.98096,0.01598,3.1422,5.5344e-05,1.0145,-0.019806,3.1406,0.00012622,0.98292,0.01387,3.1421,5.9879e-05,0.99896,-0.0032069,3.1413,9.3343e-05,1.0112,-0.016307,3.1408,0.00011829,1.0228,-0.029019,3.1402,0.00015053,1.0267,-0.033434,3.14,0.0001649,1.0016,-0.0060207,3.1412,9.7833e-05,0.97573,0.021689,3.1424,4.184e-05
1.0032,-0.0081056,3.1411,0.00010921,0.98253,0.015372,3.1422,3.5297e-05,1.0125,-0.018792,3.1406,0.00014512,0.98428,0.013358,3.1421,4.2093e-05,0.99865,-0.0029466,3.1413,9.3966e-05,1.0096,-0.015454,3.1408,0.0001335,1.02,-0.027579,3.1402,0.00017941,1.0234,-0.031787,3.14,0.0001984,1.001,-0.0056331,3.1412,0.00010175,0.97785,0.020819,3.1424,1.561e-05
1.0024,-0.0076132,3.1411,0.00011528,0.98403,0.014763,3.1422,1.6565e-05,1.0107,-0.017797,3.1406,0.00016217,0.98559,0.012844,3.1421,2.5444e-05,0.99837,-0.0026966,3.1413,9.4193e-05,1.0081,-0.014616,3.1408,0.00014726,1.0173,-0.026162,3.1402,0.00020572,1.0203,-0.030166,3.14,0.00022894,1.0005,-0.0052568,3.1412,0.0001051,0.97989,0.019951,3.1424,-8.8367e-06
1.0017,-0.0071339,3.1411,0.00012057,0.98548,0.014155,3.1422,-8.9648e-07,1.009,-0.016822,3.1407,0.00017751,0.98684,0.012329,3.1421,9.8979e-06,0.99811,-0.0024568,3.1414,9.4068e-05,1.0067,-0.013796,3.1408,0.00015962,1.0147,-0.024771,3.1403,0.00022957,1.0174,-0.028573,3.1401,0.00025664,0.99997,-0.004892,3.1412,0.00010793,0.98184,0.019087,3.1424,-3.1561e-05
1.001,-0.0066683,3.1411,0.00012508,0.98686,0.013549,3.1422,-1.7133e-05,1.0074,-0.015868,3.1407,0.00019124,0.98805,0.011816,3.1421,-4.5792e-06,0.99788,-0.0022271,3.1414,9.3641e-05,1.0054,-0.012994,3.1408,0.00017064,1.0123,-0.023408,3.1403,0.00025105,1.0146,-0.027011,3.1401,0.00028164,0.9995,-0.0045389,3.1412,0.00011027,0.98371,0.01823,3.1424,-5.2619e-05
1.0003,-0.0062167,3.1412,0.00012889,0.98818,0.012948,3.1422,-3.2186e-05,1.0058,-0.014935,3.1407,0.00020347,0.98921,0.011306,3.1421,-1.8022e-05,0.99767,-0.0020073,3.1414,9.2971e-05,1.0041,-0.012212,3.1408,0.00018038,1.0101,-0.022074,3.1403,0.00027027,1.012,-0.025483,3.1401,0.00030406,0.99906,-0.0041977,3.1413,0.00011215,0.98549,0.017382,3.1424,-7.2064e-05
0.99975,-0.0057792,3.1412,0.00013207,0.98945,0.012352,3.1422,-4.61e-05,1.0044,-0.014026,3.1407,0.00021429,0.99031,0.010799,3.1421,-3.0467e-05,0.99747,-0.0017972,3.1414,9.2124e-05,1.0029,-0.01145,3.1409,0.00018889,1.0079,-0.020771,3.1403,0.00028736,1.0095,-0.02399,3.1402,0.00032403,0.99866,-0.0038688,3.1413,0.00011356,0.98719,0.016544,3.1424,-8.9946e-05
0.99919,-0.0053559,3.1412,0.00013467,0.99066,0.011763,3.1422,-5.8915e-05,1.003,-0.013141,3.1407,0.0002238,0.99137,0.010297,3.1421,-4.1949e-05,0.9973,-0.0015967,3.1414,9.1176e-05,1.0018,-0.01071,3.1409,0.00019627,1.0059,-0.019502,3.1404,0.00030243,1.0072,-0.022534,3.1402,0.00034167,0.99829,-0.0035521,3.1413,0.00011452,0.9888,0.015718,3.1424,-0.00010631
0.99868,-0.0049471,3.1412,0.00013674,0.99181,0.011182,3.1421,-7.0672e-05,1.0017,-0.01228,3.1408,0.00023207,0.99237,0.009802,3.1421,-5.2504e-05,0.99715,-0.0014052,3.1414,9.021e-05,1.0008,-0.0099917,3.1409,0.00020256,1.004,-0.018266,3.1404,0.00031557,1.005,-0.021116,3.1402,0.0003571,0.99795,-0.0032478,3.1413,0.00011508,0.99033,0.014905,3.1424,-0.00012121
0.9982,-0.0045528,3.1412,0.00013831,0.9929,0.010611,3.1421,-8.1412e-05,1.0006,-0.011445,3.1408,0.00023916,0.99333,0.0093138,3.1421,-6.2169e-05,0.99702,-0.0012226,3.1414,8.9316e-05,0.99984,-0.0092955,3.1409,0.00020782,1.0023,-0.017065,3.1404,0.00032688,1.003,-0.019738,3.1403,0.00037042,0.99764,-0.0029556,3.1413,0.00011527,0.99178,0.014107,3.1424,-0.00013468
0.99777,-0.0041733,3.1412,0.00013942,0.99393,0.01005,3.1421,-9.1173e-05,0.99945,-0.010636,3.1408,0.00024514,0.99424,0.0088335,3.1421,-7.098e-05,0.99691,-0.001049,3.1414,8.8366e-05,0.99894,-0.0086219,3.1409,0.00021213,1.0006,-0.0159,3.1405,0.00033646,1.0011,-0.0184,3.1403,0.00038176,0.99736,-0.0026755,3.1413,0.00011512,0.99316,0.013326,3.1423,-0.00014678
0.99737,-0.0038085,3.1412,0.00014007,0.99491,0.0094994,3.1421,-9.9993e-05,0.99843,-0.0098536,3.1408,0.00025007,0.9951,0.008362,3.142,-7.8975e-05,0.99681,-0.00088481,3.1414,8.7131e-05,0.99812,-0.007971,3.141,0.00021553,0.99907,-0.014772,3.1405,0.00034441,0.99928,-0.017105,3.1403,0.00039121,0.9971,-0.0024075,3.1413,0.00011468,0.99445,0.012562,3.1423,-0.00015761
0.997,-0.0034586,3.1413,0.00014026,0.99584,0.0089608,3.1421,-0.00010791,0.99747,-0.0090981,3.1409,0.00025397,0.99591,0.0079,3.142,-8.619e-05,0.99673,-0.00072977,3.1414,8.5666e-05,0.99735,-0.0073432,3.141,0.00021807,0.99765,-0.013682,3.1405,0.00035082,0.99763,-0.015852,3.1404,0.00039888,0.99688,-0.0021514,3.1413,0.00011395,0.99567,0.011816,3.1423,-0.00016724
0.99667,-0.0031237,3.1413,0.00014,0.99671,0.0084344,3.1421,-0.00011496,0.9966,-0.00837,3.1409,0.00025689,0.99668,0.0074478,3.142,-9.2665e-05,0.99666,-0.00058363,3.1414,8.4014e-05,0.99665,-0.0067384,3.141,0.00021982,0.99633,-0.012629,3.1406,0.00035578,0.99611,-0.014643,3.1404,0.00040487,0.99667,-0.0019071,3.1414,0.00011297,0.99681,0.011088,3.1423,-0.0001757
0.99638,-0.0028037,3.1413,0.00013927,0.99752,0.0079209,3.1421,-0.00012117,0.99579,-0.0076694,3.1409,0.00025884,0.99741,0.0070061,3.142,-9.8436e-05,0.99661,-0.00044615,3.1415,8.2208e-05,0.996,-0.006157,3.141,0.00022081,0.99512,-0.011615,3.1406,0.00035937,0.9947,-0.013477,3.1405,0.00040926,0.99649,-0.0016746,3.1414,0.00011174,0.99788,0.010381,3.1423,-0.00018306
0.99611,-0.0024986,3.1413,0.00013815,0.99829,0.0074216,3.1421,-0.00012656,0.99506,-0.0069965,3.1409,0.00025986,0.99808,0.0065756,3.142,-0.0001035,0.99658,-0.00031712,3.1415,8.0273e-05,0.99541,-0.0055988,3.141,0.00022111,0.99401,-0.010639,3.1406,0.00036167,0.99341,-0.012356,3.1405,0.00041216,0.99634,-0.0014537,3.1414,0.00011028,0.99889,0.0096939,3.1423,-0.00018938
0.99588,-0.002208,3.1413,0.00013677,0.99901,0.0069368,3.1421,-0.00013119,0.99439,-0.0063515,3.141,0.00025993,0.99872,0.006157,3.142,-0.00010787,0.99655,-0.00019634,3.1415,7.822e-05,0.99488,-0.0050641,3.1411,0.00022075,0.99299,-0.009702,3.1407,0.00036278,0.99223,-0.011279,3.1405,0.00041368,0.9962,-0.0012442,3.1414,0.00010859,0.99982,0.0090275,3.1422,-0.0001947
0.99567,-0.0019315,3.1413,0.00013511,0.99967,0.0064666,3.142,-0.00013511,0.99378,-0.0057342,3.141,0.00025919,0.99931,0.0057505,3.142,-0.00011161,0.99654,-8.366e-05,3.1415,7.605e-05,0.99439,-0.0045526,3.1411,0.00021978,0.99207,-0.0088043,3.1407,0.00036276,0.99116,-0.010247,3.1406,0.00041391,0.99609,-0.0010462,3.1414,0.00010668,1.0007,0.0083822,3.1422,-0.00019909
0.99549,-0.001669,3.1413,0.00013318,1.0003,0.0060111,3.142,-0.00013837,0.99324,-0.0051443,3.141,0.00025788,0.99987,0.0053563,3.142,-0.00011477,0.99653,2.1201e-05,3.1415,7.3795e-05,0.99396,-0.0040645,3.1411,0.00021824,0.99123,-0.0079451,3.1407,0.0003617,0.99019,-0.0092579,3.1406,0.00041294,0.99599,-0.00085933,3.1414,0.00010457,1.0015,0.0077585,3.1422,-0.00020259
0.99534,-0.0014203,3.1413,0.000131,1.0009,0.0055705,3.142,-0.00014102,0.99276,-0.0045814,3.141,0.000256,1.0004,0.0049746,3.142,-0.00011739,0.99654,0.00011857,3.1415,7.1486e-05,0.99358,-0.0035995,3.1411,0.00021617,0.99048,-0.0071242,3.1408,0.00035968,0.98931,-0.0083127,3.1407,0.00041085,0.99591,-0.00068325,3.1414,0.00010233,1.0022,0.0071566,3.1422,-0.00020526
0.99521,-0.0011852,3.1414,0.00012858,1.0014,0.0051448,3.142,-0.0001431,0.99233,-0.0040452,3.1411,0.00025353,1.0009,0.0046055,3.142,-0.00011951,0.99656,0.00020871,3.1415,6.9133e-05,0.99324,-0.0031573,3.1412,0.00021362,0.98981,-0.0063408,3.1408,0.00035678,0.98853,-0.0074102,3.1407,0.00040775,0.99585,-0.00051766,3.1414,9.9966e-05,1.0029,0.0065768,3.1422,-0.00020715
0.9951,-0.00096322,3.1414,0.00012593,1.0019,0.0047341,3.142,-0.00014465,0.99195,-0.0035354,3.1411,0.00025048,1.0013,0.0042491,3.1419,-0.00012116,0.99658,0.00029188,3.1415,6.6743e-05,0.99295,-0.0027375,3.1412,0.00021064,0.98922,-0.0055945,3.1409,0.00035307,0.98783,-0.00655,3.1407,0.0004037,0.99581,-0.00036227,3.1414,9.7493e-05,1.0036,0.0060192,3.1421,-0.00020832
0.99501,-0.00075421,3.1414,0.00012308,1.0024,0.0043386,3.142,-0.0001457,0.99162,-0.0030513,3.1411,0.00024688,1.0017,0.0039056,3.1419,-0.00012237,0.99661,0.00036834,3.1415,6.4328e-05,0.99269,-0.0023396,3.1412,0.00020728,0.9887,-0.0048847,3.1409,0.00034862,0.98722,-0.0057315,3.1408,0.00039879,0.99578,-0.00021682,3.1414,9.4913e-05,1.0041,0.005484,3.1421,-0.00020882
0.99495,-0.00055782,3.1414,0.00012006,1.0028,0.0039583,3.142,-0.00014629,0.99134,-0.0025927,3.1411,0.00024274,1.0021,0.0035751,3.1419,-0.00012317,0.99665,0.00043836,3.1415,6.1898e-05,0.99248,-0.0019632,3.1412,0.00020356,0.98824,-0.0042108,3.1409,0.0003435,0.98668,-0.0049541,3.1408,0.00039309,0.99577,-8.1018e-05,3.1415,9.2234e-05,1.0047,0.0049711,3.1421,-0.00020869
0.9949,-0.0003737,3.1414,0.00011691,1.0031,0.0035933,3.1419,-0.00014643,0.9911,-0.002159,3.1412,0.0002381,1.0024,0.0032576,3.1419,-0.00012358,0.9967,0.00050217,3.1415,5.9464e-05,0.9923,-0.0016077,3.1412,0.00019952,0.98785,-0.0035721,3.141,0.00033777,0.98622,-0.004217,3.1409,0.00038668,0.99577,4.5435e-05,3.1415,8.9467e-05,1.0051,0.0044806,3.1421,-0.00020796
0.99487,-0.0002015,3.1414,0.00011367,1.0035,0.0032436,3.1419,-0.00014615,0.9909,-0.0017498,3.1412,0.00023303,1.0027,0.0029532,3.1419,-0.00012361,0.99675,0.00056003,3.1415,5.7038e-05,0.99216,-0.0012727,3.1413,0.0001952,0.98752,-0.0029679,3.141,0.00033149,0.98584,-0.0035197,3.1409,0.00037963,0.99578,0.00016283,3.1415,8.6625e-05,1.0056,0.0040121,3.1421,-0.00020666
0.99486,-4.0825e-05,3.1414,0.00011039,1.0038,0.0029093,3.1419,-0.00014546,0.99075,-0.0013644,3.1412,0.00022757,1.003,0.0026619,3.1419,-0.00012326,0.99681,0.00061218,3.1415,5.4635e-05,0.99205,-0.00095762,3.1413,0.00019063,0.98725,-0.0023978,3.141,0.00032472,0.98551,-0.0028614,3.1409,0.000372,0.9958,0.00027148,3.1415,8.3725e-05,1.0059,0.0035653,3.142,-0.00020486
0.99486,0.00010867,3.1414,0.00010708,1.0041,0.0025903,3.1419,-0.00014438,0.99063,-0.0010023,3.1412,0.00022182,1.0033,0.0023837,3.1419,-0.00012254,0.99688,0.00065889,3.1415,5.2255e-05,0.99197,-0.00066203,3.1413,0.00018584,0.98704,-0.0018608,3.1411,0.00031751,0.98526,-0.0022413,3.141,0.00036386,0.99583,0.00037168,3.1415,8.0784e-05,1.0063,0.0031399,3.142,-0.0002026
0.99488,0.00024724,3.1415,0.00010368,1.0043,0.0022868,3.1419,-0.00014291,0.99054,-0.00066291,3.1413,0.00021585,1.0035,0.0021187,3.1419,-0.00012147,0.99695,0.00070042,3.1415,4.9898e-05,0.99191,-0.00038538,3.1413,0.00018087,0.98688,-0.0013564,3.1411,0.00030991,0.98506,-0.0016586,3.141,0.00035526,0.99587,0.00046376,3.1415,7.7823e-05,1.0066,0.0027355,3.142,-0.00019994
0.99491,0.00037529,3.1415,0.00010022,1.0045,0.0019986,3.1419,-0.00014106,0.99049,-0.00034558,3.1413,0.00020976,1.0037,0.0018664,3.1418,-0.00012014,0.99702,0.00073702,3.1416,4.7563e-05,0.99189,-0.0001271,3.1413,0.00017574,0.98676,-0.00088375,3.1411,0.00030196,0.98492,-0.0011125,3.141,0.00034628,0.99592,0.00054803,3.1415,7.4865e-05,1.0068,0.0023517,3.142,-0.0001969
0.99496,0.00049324,3.1415,9.6713e-05,1.0047,0.0017256,3.1419,-0.00013888,0.99047,-4.9663e-05,3.1413,0.00020367,1.0039,0.0016266,3.1418,-0.00011861,0.99709,0.00076894,3.1416,4.5253e-05,0.99189,0.00011334,3.1414,0.00017049,0.98669,-0.00044214,3.1411,0.00029372,0.98483,-0.00060219,3.1411,0.00033695,0.99598,0.00062482,3.1415,7.1936e-05,1.007,0.0019881,3.142,-0.00019354
0.99501,0.00060148,3.1415,9.3181e-05,1.0049,0.0014666,3.1418,-0.00013652,0.99048,0.00022542,3.1413,0.00019755,1.004,0.0013991,3.1418,-0.00011686,0.99717,0.00079643,3.1416,4.2969e-05,0.99191,0.00033654,3.1414,0.00016513,0.98667,-3.0789e-05,3.1412,0.00028522,0.9848,-0.00012667,3.1411,0.0003273,0.99605,0.00069439,3.1415,6.9028e-05,1.0072,0.0016444,3.1419,-0.00018988
0.99508,0.00070042,3.1415,8.9642e-05,1.005,0.0012215,3.1418,-0.000134,0.99052,0.0004802,3.1413,0.00019119,1.0042,0.0011836,3.1418,-0.00011491,0.99725,0.00081972,3.1416,4.0716e-05,0.99195,0.00054306,3.1414,0.0001597,0.98669,0.00035121,3.1412,0.0002765,0.98481,0.00031527,3.1411,0.00031738,0.99612,0.00075699,3.1415,6.6106e-05,1.0074,0.0013202,3.1419,-0.00018597
0.99515,0.00079042,3.1415,8.6106e-05,1.0051,0.00099016,3.1418,-0.00013129,0.99058,0.0007155,3.1414,0.00018467,1.0043,0.00097997,3.1418,-0.00011275,0.99733,0.00083905,3.1416,3.8498e-05,0.99202,0.00073353,3.1414,0.00015422,0.98674,0.000705,3.1412,0.00026759,0.98486,0.00072496,3.1412,0.00030724,0.9962,0.00081296,3.1415,6.3191e-05,1.0075,0.0010149,3.1419,-0.00018181
0.99523,0.00087185,3.1415,8.2583e-05,1.0052,0.00077239,3.1418,-0.00012839,0.99066,0.00093217,3.1414,0.00017809,1.0043,0.00078797,3.1418,-0.00011039,0.99742,0.00085463,3.1416,3.632e-05,0.9921,0.00090854,3.1414,0.00014871,0.98683,0.0010317,3.1413,0.00025855,0.98495,0.0011037,3.1412,0.00029693,0.99628,0.00086267,3.1415,6.0299e-05,1.0076,0.00072821,3.1419,-0.00017745
0.99532,0.00094507,3.1415,7.9075e-05,1.0053,0.00056796,3.1418,-0.0001253,0.99077,0.001131,3.1414,0.00017149,1.0044,0.00060731,3.1418,-0.00010785,0.99751,0.00086668,3.1416,3.419e-05,0.9922,0.0010684,3.1414,0.00014316,0.98695,0.0013324,3.1413,0.00024941,0.98508,0.0014527,3.1412,0.00028652,0.99637,0.00090644,3.1415,5.7446e-05,1.0076,0.00045962,3.1419,-0.00017291
0.99542,0.0010104,3.1415,7.5583e-05,1.0053,0.00037656,3.1418,-0.00012203,0.99089,0.0013127,3.1414,0.00016494,1.0045,0.00043772,3.1418,-0.00010514,0.99759,0.00087541,3.1416,3.2115e-05,0.99231,0.0012137,3.1414,0.00013757,0.98709,0.0016083,3.1413,0.0002402,0.98524,0.0017731,3.1413,0.00027604,0.99646,0.00094459,3.1416,5.4641e-05,1.0077,0.00020867,3.1418,-0.00016819
